,Transcript_Num,pred_1,pred_2,pred_3
10846,10846,confident up,confident up,confident up
10847,10847,confident up,confident up,unconfident up
10848,10848,confident up,confident up,confident up
10849,10849,confident up,unconfident up,confident up
10850,10850,confident up,unconfident up,confident up
10851,10851,unconfident up,unconfident up,unconfident up
10852,10852,unconfident up,unconfident up,unconfident up
10853,10853,confident up,unconfident up,confident up
10854,10854,confident up,confident up,confident up
10855,10855,confident up,unconfident up,confident up
10856,10856,unconfident down,confident down,confident down
10857,10857,unconfident up,unconfident up,unconfident up
10858,10858,confident up,confident up,unconfident up
10859,10859,confident up,unconfident up,confident up
10860,10860,unconfident down,unconfident down,unconfident down
10861,10861,confident up,confident up,confident up
10862,10862,unconfident down,confident up,unconfident down
10863,10863,confident up,unconfident down,unconfident up
10864,10864,confident up,unconfident up,confident up
10865,10865,confident down,confident down,confident down
10866,10866,confident up,confident up,confident up
10867,10867,unconfident down,unconfident up,unconfident down
10868,10868,unconfident up,confident up,confident up
10869,10869,confident up,confident up,confident up
10870,10870,confident up,unconfident down,unconfident up
10871,10871,unconfident up,confident up,confident up
10872,10872,confident up,confident up,confident up
10873,10873,confident up,unconfident up,unconfident up
10874,10874,unconfident up,unconfident up,confident up
10875,10875,unconfident down,unconfident up,unconfident down
10876,10876,unconfident up,confident up,unconfident down
10877,10877,confident up,confident up,confident up
10878,10878,confident up,confident up,unconfident up
10879,10879,unconfident up,confident up,confident up
10880,10880,confident up,unconfident down,unconfident down
10881,10881,unconfident up,unconfident up,unconfident up
10882,10882,confident up,confident up,confident up
10883,10883,confident up,confident up,confident up
10884,10884,confident up,unconfident up,unconfident up
10885,10885,unconfident down,unconfident down,confident up
10886,10886,unconfident down,unconfident up,unconfident up
10887,10887,unconfident up,unconfident up,unconfident up
10888,10888,confident up,confident up,confident down
10889,10889,unconfident up,confident up,confident up
10890,10890,unconfident down,confident up,confident up
10891,10891,unconfident down,unconfident up,unconfident down
10892,10892,unconfident up,confident up,unconfident up
10893,10893,unconfident down,confident up,unconfident down
10894,10894,confident up,unconfident up,confident up
10895,10895,unconfident down,unconfident up,confident up
10896,10896,confident up,confident up,unconfident up
10897,10897,confident up,confident up,unconfident up
10898,10898,unconfident down,confident up,confident up
10899,10899,confident up,confident up,unconfident down
10900,10900,confident up,unconfident up,unconfident up
10901,10901,confident up,unconfident up,unconfident up
10902,10902,confident up,unconfident up,confident up
10903,10903,confident up,confident up,unconfident up
10904,10904,Based on the earnings call,confident up,confident up
10905,10905,unconfident up,confident up,unconfident down
10906,10906,confident up,confident up,confident up
10907,10907,confident up,confident up,confident up
10908,10908,confident up,unconfident up,confident up
10909,10909,unconfident up,confident down,unconfident down
10910,10910,unconfident down,unconfident down,unconfident up
10911,10911,unconfident up,confident up,confident up
10912,10912,unconfident down,unconfident down,confident down
10913,10913,unconfident up,confident up,unconfident down
10914,10914,unconfident up,unconfident down,unconfident up
10915,10915,unconfident down,unconfident up,unconfident down
10916,10916,confident up,unconfident down,confident up
10917,10917,unconfident up,unconfident up,unconfident up
10918,10918,unconfident down,"unconfident down 

",unconfident down
10919,10919,confident up,confident up,unconfident down
10920,10920,unconfident up,unconfident up,unconfident up
10921,10921,confident up,confident up,confident up
10922,10922,unconfident up,unconfident up,confident up
10923,10923,confident up,unconfident up,unconfident up
10924,10924,unconfident down,unconfident up,unconfident down
10925,10925,unconfident down,unconfident up,unconfident up
10926,10926,confident up,unconfident down,unconfident up
10927,10927,unconfident down,unconfident up,unconfident up
10928,10928,unconfident down,unconfident up,unconfident down
10929,10929,confident up,confident up,confident up
10930,10930,unconfident down,confident up,confident up
10931,10931,unconfident down,confident up,unconfident up
10932,10932,unconfident down,unconfident up,unconfident up
10933,10933,confident up,unconfident up,confident up
10934,10934,unconfident up,confident up,confident up
10935,10935,unconfident up,unconfident up,unconfident up.
10936,10936,confident up,confident up,confident up
10937,10937,confident up,unconfident up,unconfident up
10938,10938,unconfident up,confident up,confident up
10939,10939,unconfident up,confident up,confident up
10940,10940,unconfident up,confident up,unconfident up
10941,10941,confident up,confident up,unconfident down
10942,10942,unconfident up,confident up,confident up
10943,10943,unconfident up,unconfident up,unconfident up
10944,10944,unconfident up,confident up,unconfident down
10945,10945,confident up,unconfident up,confident up
10946,10946,confident up,confident up,confident up
10947,10947,confident up,unconfident up,confident up
10948,10948,confident up,unconfident up,unconfident up
10949,10949,unconfident up,unconfident up,confident up
10950,10950,confident up,confident up,confident up
10951,10951,confident up,unconfident up,confident up
10952,10952,unconfident up,confident up,confident up
10953,10953,unconfident down,unconfident down,unconfident up
10954,10954,unconfident down,unconfident down,unconfident up
10955,10955,confident down,unconfident down,unconfident down
10956,10956,unconfident up,confident up,unconfident up
10957,10957,unconfident down,confident up,unconfident down
10958,10958,confident up,confident up,unconfident up
10959,10959,confident up,unconfident down,confident up
10960,10960,unconfident up,unconfident up,confident up
10961,10961,confident up,unconfident up,confident up
10962,10962,confident down,unconfident up,unconfident up
10963,10963,confident up,confident up,confident up
10964,10964,confident up,confident up,unconfident down
10965,10965,confident up,confident up,unconfident up
10966,10966,confident up,confident up,confident up
10967,10967,unconfident down,confident down,unconfident down
10968,10968,confident up,confident up,confident up
10969,10969,unconfident up,unconfident down,unconfident down
10970,10970,confident up,confident up,unconfident up
10971,10971,unconfident up,unconfident up,confident up
10972,10972,unconfident up,unconfident up,confident up
10973,10973,confident up,confident up,unconfident up
10974,10974,confident up,confident up,unconfident up
10975,10975,unconfident up,confident up,confident up
10976,10976,confident up,confident up,confident up
10977,10977,confident up,unconfident up,confident up
10978,10978,confident up,unconfident up,unconfident up
10979,10979,unconfident down,unconfident down,unconfident up
10980,10980,unconfident up,confident up,unconfident up
10981,10981,confident up,confident up,confident up
10982,10982,confident up,unconfident down,unconfident down
10983,10983,confident up,confident up,confident up
10984,10984,unconfident up,unconfident up,confident up
10985,10985,confident up,confident down,unconfident down
10986,10986,unconfident up,confident up,unconfident down
10987,10987,confident up,confident up,unconfident up
10988,10988,confident up,unconfident up,unconfident up
10989,10989,unconfident up,confident up,unconfident down
10990,10990,confident up,confident up,confident up
10991,10991,unconfident up,unconfident up,unconfident up
10992,10992,confident up,confident up,confident up
10993,10993,confident up,unconfident down,confident up
10994,10994,confident up,confident up,confident up
10995,10995,unconfident up,confident up,confident up
10996,10996,unconfident up,unconfident up,unconfident up
10997,10997,confident up,unconfident up,confident up
10998,10998,confident up,confident up,confident up
10999,10999,confident up,confident up,confident up
